LASTUPDATEDATE,BUILDINGNAMEID,ENGLISHBUILDINGNAME,CHINESEBUILDINGNAME,NAMESTATUS,ST_CODE
2023/09/03 00:00:00,"1109916681",Elegant Park Block R,攸美山莊Ｒ座,E,"79226"
2023/09/03 00:00:00,"1109916710",Scenic Heights Block A16,峰景豪園Ａ１６座,E,"77082"
2023/09/03 00:00:00,"1109916691",Maple Gardens Block A12,碧豪苑Ａ１２座,E,"75914"
2023/09/03 00:00:00,"1109916695",,廣瑜鄧公祠,E,
2023/09/03 00:00:00,"1109916690",Maple Gardens Block A5,碧豪苑Ａ５座,E,"75914"
2023/09/03 00:00:00,"1109916687",Maple Gardens Block B1,碧豪苑Ｂ１座,E,"75914"
2023/09/03 00:00:00,"1109916676",Maple Gardens Block B2,碧豪苑Ｂ２座,E,"75914"
2023/09/03 00:00:00,"1109916643",Maple Gardens Block A21,碧豪苑Ａ２１座,E,"75914"
2023/09/03 00:00:00,"1109916634",Maple Gardens Block A24,碧豪苑Ａ２４座,E,"75914"
2023/09/03 00:00:00,"1109916699",Elegant Park Block D,攸美山莊Ｄ座,E,"79226"
2023/09/03 00:00:00,"1109916669",Maple Gardens Block B3,碧豪苑Ｂ３座,E,"75914"
2023/09/03 00:00:00,"1109916707",Maple Gardens Block A2,碧豪苑Ａ２座,E,"75914"
2023/09/03 00:00:00,"1109916675",Maple Gardens Block A7,碧豪苑Ａ７座,E,"75914"
2023/09/03 00:00:00,"1109916646",Maple Gardens Block A20,碧豪苑Ａ２０座,E,"75914"
2023/09/03 00:00:00,"1109916632",Scenic Heights Block A5,峰景豪園Ａ５座,E,"77082"
2023/09/03 00:00:00,"1109916660",Maple Gardens Block A15,碧豪苑Ａ１５座,E,"75914"
2023/09/03 00:00:00,"1109916647",Scenic Heights Block A7,峰景豪園Ａ７座,E,"77082"
2023/09/03 00:00:00,"1109916619",Green Crest 3,翠巒三,E,"79938"
2023/09/03 00:00:00,"1109916622",Scenic Heights Block A3,峰景豪園Ａ３座,E,"77082"
2023/09/03 00:00:00,"1109916682",Maple Gardens Block A9,碧豪苑Ａ９座,E,"75914"
2023/09/03 00:00:00,"1109916627",Green Crest 2,翠巒二,E,"79938"
2023/09/03 00:00:00,"1109916670",Elegant Park Block S,攸美山莊Ｓ座,E,"79226"
2023/09/03 00:00:00,"1109916620",Green Crest 79,翠巒七十九,E,"79938"
2023/09/03 00:00:00,"1109916668",Elegant Park Block T,攸美山莊Ｔ座,E,"79226"
2023/09/03 00:00:00,"1109916628",Green Crest 81,翠巒八十一,E,"79938"
2023/09/03 00:00:00,"1109916644",,清樂鄧公祠,E,"78908"
2023/09/03 00:00:00,"1109916661",Maple Gardens Block B4,碧豪苑Ｂ４座,E,"75914"
2023/09/03 00:00:00,"1109916698",Scenic Heights Block A14,峰景豪園Ａ１４座,E,"77082"
2023/09/03 00:00:00,"1109916650",Maple Gardens Block B6,碧豪苑Ｂ６座,E,"75914"
2023/09/03 00:00:00,"1109916651",Maple Gardens Block A18,碧豪苑Ａ１８座,E,"75914"
2023/09/03 00:00:00,"1109916712",Maple Gardens Block A1,碧豪苑Ａ１座,E,"75914"
2023/09/03 00:00:00,"1109916657",Maple Gardens Block C6,碧豪苑Ｃ６座,E,"75914"
2023/09/03 00:00:00,"1109916618",Maple Gardens Block A27,碧豪苑Ａ２７座,E,"75914"
2023/09/03 00:00:00,"1109916655",Maple Gardens Block B5,碧豪苑Ｂ５座,E,"75914"
2023/09/03 00:00:00,"1109916708",Cheung Chun Yuen,長春園,E,"78906"
2023/09/03 00:00:00,"1109916662",Maple Gardens Block A14,碧豪苑Ａ１４座,E,"75914"
2023/09/03 00:00:00,"1109916686",Kam Tin Mung Yeung Public School,錦田公立蒙養學校,E,"78693"
2023/09/03 00:00:00,"1109916630",Maple Gardens Block B10,碧豪苑Ｂ１０座,E,"75914"
2023/09/03 00:00:00,"1109916645",Maple Gardens Block B7,碧豪苑Ｂ７座,E,"75914"
2023/09/03 00:00:00,"1109916683",Maple Gardens Block A6,碧豪苑Ａ６座,E,"75914"
2023/09/03 00:00:00,"1109916638",Maple Gardens Block A23,碧豪苑Ａ２３座,E,"75914"
2023/09/03 00:00:00,"1109916636",Scenic Heights Block A21,峰景豪園第Ａ２１座,E,"77082"
2023/09/03 00:00:00,"1109916631",Maple Gardens Block A25,碧豪苑Ａ２５座,E,"75914"
2023/09/03 00:00:00,"1109916667",Elegant Park Block L,攸美山莊Ｌ座,E,"79226"
2023/09/03 00:00:00,"1109916624",Green Crest 80,翠巒八十,E,"79938"
2023/09/03 00:00:00,"1109916623",Maple Gardens Block D3,碧豪苑Ｄ３座,E,"75914"
2023/09/03 00:00:00,"1109916673",Scenic Heights Block A27,峰景豪園Ａ２７座,E,"77082"
2023/09/03 00:00:00,"1109916704",Yi Tai Study Hall,二帝書院,E,
2023/09/03 00:00:00,"1109916648",Maple Gardens Block A19,碧豪苑Ａ１９座,E,"75914"
2023/09/03 00:00:00,"1109916721",Rolling Hills Block 11,翠逸豪園第十一座,E,"76593"
2023/09/03 00:00:00,"1109916764",,翠怡花園Ｄ座,E,"76803"
2023/09/03 00:00:00,"1109916795",Super King Court Block M,威皇花園Ｍ座,E,"79073"
2023/09/03 00:00:00,"1109916745",Yau Mei Garden Block B,攸美花園Ｂ座,E,"79227"
2023/09/03 00:00:00,"1109916808",Benz Garden Block 3,斌善軒３座,E,"76802"
2023/09/03 00:00:00,"1109916726",Rolling Hills Block 6,翠逸豪園第六座,E,"76593"
2023/09/03 00:00:00,"1109916768",,怡翠花園Ｊ座,E,"76800"
2023/09/03 00:00:00,"1109916797",Super King Court Block N,威皇花園Ｎ座,E,"79073"
2023/09/03 00:00:00,"1109916739",Rolling Hills Block 3,翠逸豪園第三座,E,"76593"
2023/09/03 00:00:00,"1109916758",Noble Park Block 3,豪景富居３座,E,"76799"
2023/09/03 00:00:00,"1109916757",Noble Park Block 1,豪景富居１座,E,"76799"
2023/09/03 00:00:00,"1109916731",Elegant Park Block A,攸美山莊Ａ座,E,"79226"
2023/09/03 00:00:00,"1109916784",Super King Court Block H,威皇花園Ｈ座,E,"79073"
2023/09/03 00:00:00,"1109916777",,怡翠花園Ｎ座,E,"76800"
2023/09/03 00:00:00,"1109916742",Rolling Hills Block 2,翠逸豪園第二座,E,"76593"
2023/09/03 00:00:00,"1109916737",Scenic Heights Block B3,峰景豪園Ｂ３座,E,"77082"
2023/09/03 00:00:00,"1109916791",Super King Court Block D,威皇花園Ｄ座,E,"79073"
2023/09/03 00:00:00,"1109916736",Elegant Park Block G,攸美山莊Ｇ座,E,"79226"
2023/09/03 00:00:00,"1109916723",Scenic Heights Block A19,峰景豪園Ａ１９座,E,"77082"
2023/09/03 00:00:00,"1109916790",Rolling Hills Phase II Club House,翠逸雅園會所,E,"79477"
2023/09/03 00:00:00,"1109916812",Benz Garden Block 7,斌善軒７座,E,"76802"
2023/09/03 00:00:00,"1109916754",Salvation Army Kam Tin Corps & Bradbury Community Centre,救世軍錦田隊暨白普理中心,E,
2023/09/03 00:00:00,"1109916738",Rolling Hills Block 15,翠逸豪園第十五座,E,"76593"
2023/09/03 00:00:00,"1109916785",,芊逸居２座,E,"76801"
2023/09/03 00:00:00,"1109916734",Rolling Hills Block 5,翠逸豪園第五座,E,"76593"
2023/09/03 00:00:00,"1109916760",Noble Park Block 2,豪景富居２座,E,"76799"
2023/09/03 00:00:00,"1109916775",,翠怡花園Ｂ座,E,"76803"
2023/09/03 00:00:00,"1109916801",Super King Court Block O,威皇花園Ｏ座,E,"79073"
2023/09/03 00:00:00,"1109916765",,怡翠花園Ｃ座,E,"76800"
2023/09/03 00:00:00,"1109916756",Noble Park Block 5,豪景富居５座,E,"76799"
2023/09/03 00:00:00,"1109916792",Super King Court Block B,威皇花園Ｂ座,E,"79073"
2023/09/03 00:00:00,"1109916755",Noble Park Block 6,豪景富居６座,E,"76799"
2023/09/03 00:00:00,"1109916729",Rolling Hills Block 12,翠逸豪園第十二座,E,"76593"
2023/09/03 00:00:00,"1109916786",Super King Court Block F,威皇花園Ｆ座,E,"79073"
2023/09/03 00:00:00,"1109916793",Super King Court Block G,威皇花園Ｇ座,E,"79073"
2023/09/03 00:00:00,"1109916799",Super King Court Block E,威皇花園Ｅ座,E,"79073"
2023/09/03 00:00:00,"1109916759",Noble Park Block 3,豪景富居３座,E,"76799"
2023/09/03 00:00:00,"1109916762",,怡翠花園Ｅ座,E,"76800"
2023/09/03 00:00:00,"1109916740",Elegant Park Block H,攸美山莊Ｈ座,E,"79226"
2023/09/03 00:00:00,"1109916796",Super King Court Block C,威皇花園Ｃ座,E,"79073"
2023/09/03 00:00:00,"1109916773",,怡翠花園Ｏ座,E,"76800"
2023/09/03 00:00:00,"1109916772",,怡翠花園Ｈ座,E,"76800"
2023/09/03 00:00:00,"1109916718",,泝流園,E,"64570"
2023/09/03 00:00:00,"1109916805",Benz Garden Block 2,斌善軒２座,E,"76802"
2023/09/03 00:00:00,"1109916752",Rolling Hills Block 19,翠逸豪園第十九座,E,"76593"
2023/09/03 00:00:00,"1109916722",Scenic Heights Block A18,峰景豪園Ａ１８座,E,"77082"
2023/09/03 00:00:00,"1109916807",Super King Court Block U,威皇花園Ｕ座,E,"79073"
2023/09/03 00:00:00,"1109916776",Kam Sheung Road Station,錦上路站,E,
2023/09/03 00:00:00,"1109916794",Super King Court Block L,威皇花園Ｌ座,E,"79073"
2023/09/03 00:00:00,"1109916744",Kam Hing Wai Village Office,錦慶圍村公所,E,"64573"
2023/09/03 00:00:00,"1109916779",,翠怡花園Ｆ座,E,"76803"
2023/09/03 00:00:00,"1109916753",The Salvation Army Residence for Senior Citizens and Nursery School,救世軍錦田長者之家及幼兒園,E,
2023/09/03 00:00:00,"1109916719",Maple Gardens Block C1,碧豪苑Ｃ１座,E,"75914"
2023/09/03 00:00:00,"1109916727",Scenic Heights Block A20,峰景豪園Ａ２０座,E,"77082"
2023/09/03 00:00:00,"1109916751",Tang Chan Yui Kuen Ancestral Hall,鎮銳鋗鄧公祠,E,
2023/09/03 00:00:00,"1109916810",Benz Garden Block 5,斌善軒５座,E,"76802"
2023/09/03 00:00:00,"1109916813",Benz Garden Block 9,斌善軒９座,E,"76802"
2023/09/03 00:00:00,"1109916730",Elegant Park Block F,攸美山莊Ｆ座,E,"79226"
2023/09/03 00:00:00,"1109916750",Yau Mei Garden Block A,攸美花園Ａ座,E,"79227"
2023/09/03 00:00:00,"1109916802",Super King Court Block T,威皇花園Ｔ座,E,"79073"
2023/09/03 00:00:00,"1109916800",Super King Court Block P,威皇花園Ｐ座,E,"79073"
2023/09/03 00:00:00,"1109916767",,怡翠花園Ｂ座,E,"76800"
2023/09/03 00:00:00,"1109916766",,翠怡花園Ｃ座,E,"76803"
2023/09/03 00:00:00,"1109916717",Scenic Heights Block A17,峰景豪園Ａ１７座,E,"77082"
2023/09/03 00:00:00,"1109916774",,怡翠花園Ｇ座,E,"76800"
2023/09/03 00:00:00,"1109916748",Rolling Hills Block 18,翠逸豪園第十八座,E,"76593"
2023/09/03 00:00:00,"1109916769",,怡翠花園Ａ座,E,"76800"
2023/09/03 00:00:00,"1109916746",Rolling Hills Block 1,翠逸豪園第一座,E,"76593"
2023/09/03 00:00:00,"1109916749",Scenic Heights Block B2,峰景豪園Ｂ２座,E,"77082"
2023/09/03 00:00:00,"1109916809",Super King Court Block S,威皇花園Ｓ座,E,"79073"
2023/09/03 00:00:00,"1109916761",,怡翠花園Ｆ座,E,"76800"
2023/09/03 00:00:00,"1109916725",Elegant Park Block B,攸美山莊Ｂ座,E,"79226"
2023/09/03 00:00:00,"1109916804",Benz Garden Block 1,斌善軒１座,E,"76802"
2023/09/03 00:00:00,"1109916724",Shui Mei Tsuen Village Office,水尾村村公所,E,"64568"
2023/09/03 00:00:00,"1109916771",,翠怡花園Ｅ座,E,"76803"
2023/09/03 00:00:00,"1109916747",Scenic Heights Block B1,峰景豪園Ｂ１座,E,"77082"
2023/09/03 00:00:00,"1109916811",Benz Garden Block 6,斌善軒６座,E,"76802"
2023/09/03 00:00:00,"1109916788",Super King Court Block I,威皇花園Ｉ座,E,"79073"
2023/09/03 00:00:00,"1109916803",Super King Court Block R,威皇花園Ｒ座,E,"79073"
2023/09/03 00:00:00,"1109916743",Rolling Hills Block 17,翠逸豪園第十七座,E,"76593"
2023/09/03 00:00:00,"1109916814",Benz Garden Block 8,斌善軒８座,E,"76802"
2023/09/03 00:00:00,"1109916778",,怡翠花園Ｍ座,E,"76800"
2023/09/03 00:00:00,"1109916781",,翠怡花園Ａ座,E,"76803"
2023/09/03 00:00:00,"1109916780",,怡翠花園Ｌ座,E,"76800"
2023/09/03 00:00:00,"1109916789",Super King Court Block J,威皇花園Ｊ座,E,"79073"
2023/09/03 00:00:00,"1109916770",,怡翠花園Ｉ座,E,"76800"
2023/09/03 00:00:00,"1109916741",Rolling Hills Block 16,翠逸豪園第十六座,E,"76593"
2023/09/03 00:00:00,"1109916787",Super King Court Block K,威皇花園Ｋ座,E,"79073"
2023/09/03 00:00:00,"1109916806",Super King Court Block Q,威皇花園Ｑ座,E,"79073"
2023/09/03 00:00:00,"1109916763",,怡翠花園Ｄ座,E,"76800"
2023/09/03 00:00:00,"1109916782",,怡翠花園Ｋ座,E,"76800"
2023/09/03 00:00:00,"1109916783",,芊逸居１座,E,"76801"
2023/09/03 00:00:00,"1109916886",Tam Mei Barracks Block 10,潭尾軍營１０座,E,"75916"
2023/09/03 00:00:00,"1109916815",Kam Tin Substation,錦田變電站,E,"74694"
2023/09/03 00:00:00,"1109916858",Genuine Court Block 14,錦安花園１４座,E,"76556"
2023/09/03 00:00:00,"1109916839",Charming Garden Block B,錦天花園Ｂ座,E,"79523"
2023/09/03 00:00:00,"1109916842",Genuine Court Block 22,錦安花園２２座,E,"76556"
2023/09/03 00:00:00,"1109916914",Tam Mei Barracks Block 52,潭尾軍營５２座,E,"75916"
2023/09/03 00:00:00,"1109916896",Tam Mi Camp Block 113,潭尾軍營１１３座,O,"75916"
2023/09/03 00:00:00,"1109916816",Greenacres Villa House A,綠攸居Ａ屋,E,"79704"
2023/09/03 00:00:00,"1109916821",Genuine Court Block 43,錦安花園４３座,E,"76556"
2023/09/03 00:00:00,"1109916838",Genuine Court Block 32,錦安花園３２座,E,"76556"
2023/09/03 00:00:00,"1109916836",Genuine Court Block 24,錦安花園２４座,E,"76556"
2023/09/03 00:00:00,"1109916854",Genuine Court Block 17,錦安花園１７座,E,"76556"
2023/09/03 00:00:00,"1109916876",Genuine Court Block 1,錦安花園１座,E,"76556"
2023/09/03 00:00:00,"1109916897",Tam Mei Barracks Block 50,潭尾軍營５０座,E,"75916"
2023/09/03 00:00:00,"1109916851",Charming Garden Block F,錦天花園Ｆ座,E,"79523"
2023/09/03 00:00:00,"1109916907",Tam Mi Camp Block 109,潭尾軍營１０９座,O,"75916"
2023/09/03 00:00:00,"1109916841",Genuine Court Block 29,錦安花園２９座,E,"76556"
2023/09/03 00:00:00,"1109916873",Genuine Court Block 5,錦安花園５座,E,"76556"
2023/09/03 00:00:00,"1109916835",Charming Garden Block A,錦天花園Ａ座,E,"79523"
2023/09/03 00:00:00,"1109916826",Genuine Court Block 39,錦安花園３９座,E,"76556"
2023/09/03 00:00:00,"1109916868",Tam Mei Barracks Block 7,潭尾軍營７座,E,"75916"
2023/09/03 00:00:00,"1109916832",Genuine Court Block 25,錦安花園２５座,E,"76556"
2023/09/03 00:00:00,"1109916893",Tam Mi Camp Block 9,潭尾軍營９座,O,"75916"
2023/09/03 00:00:00,"1109916825",Genuine Court Block 37,錦安花園３７座,E,"76556"
2023/09/03 00:00:00,"1109916909",Tam Mi Camp Block 108,潭尾軍營１０８座,O,"75916"
2023/09/03 00:00:00,"1109916852",Charming Garden Block E,錦天花園Ｅ座,E,"79523"
2023/09/03 00:00:00,"1109916867",Genuine Court Block 4,錦安花園４座,E,"76556"
2023/09/03 00:00:00,"1109916817",Greenacres Villa House B,綠攸居Ｂ屋,E,"79704"
2023/09/03 00:00:00,"1109916837",Genuine Court Block 23,錦安花園２３座,E,"76556"
2023/09/03 00:00:00,"1109916902",Tam Mei Barracks Block 110,潭尾軍營１１０座,E,"75916"
2023/09/03 00:00:00,"1109916890",Tam Mei Barracks Block 116,潭尾軍營１１６座,E,"75916"
2023/09/03 00:00:00,"1109916853",Genuine Court Block 18,錦安花園１８座,E,"76556"
2023/09/03 00:00:00,"1109916862",Genuine Court Block 12,錦安花園１２座,E,"76556"
2023/09/03 00:00:00,"1109916894",Kam Tin Post Office,錦田郵政局,E,"64789"
2023/09/03 00:00:00,"1109916843",Genuine Court Block 28,錦安花園２８座,E,"76556"
2023/09/03 00:00:00,"1109916875",Genuine Court Block 3,錦安花園３座,E,"76556"
2023/09/03 00:00:00,"1109916911",Tam Mi Camp Block 118,潭尾軍營１１８座,O,"75916"
2023/09/03 00:00:00,"1109916848",Genuine Court Block 27,錦安花園２７座,E,"76556"
2023/09/03 00:00:00,"1109916879",Tang Lung Yau Wan Tsuen Um Ancestral Hall,龍游尹泉菴鄧公祠,E,"78904"
2023/09/03 00:00:00,"1109916891",Tam Mi Camp Block 116,潭尾軍營１１６座,O,"75916"
2023/09/03 00:00:00,"1109916846",Genuine Court Block 21,錦安花園２１座,E,"76556"
2023/09/03 00:00:00,"1109916895",Tam Mei Barracks Block 113,潭尾軍營１１３座,E,"75916"
2023/09/03 00:00:00,"1109916870",Genuine Court Block 7,錦安花園７座,E,"76556"
2023/09/03 00:00:00,"1109916827",Genuine Court Block 36,錦安花園３６座,E,"76556"
2023/09/03 00:00:00,"1109916863",Genuine Court Block 8,錦安花園８座,E,"76556"
2023/09/03 00:00:00,"1109916887",Tam Mi Camp Block 10,潭尾軍營１０座,O,"75916"
2023/09/03 00:00:00,"1109916856",Genuine Court Block 16,錦安花園１６座,E,"76556"
2023/09/03 00:00:00,"1109916869",Tam Mi Camp Block 7,潭尾軍營７座,O,"75916"
2023/09/03 00:00:00,"1109916823",Genuine Court Block 41,錦安花園４１座,E,"76556"
2023/09/03 00:00:00,"1109916820",Greenacres Villa House E,綠攸居Ｅ屋,E,"79704"
2023/09/03 00:00:00,"1109916833",Genuine Court Block 34,錦安花園３４座,E,"76556"
2023/09/03 00:00:00,"1109916840",Genuine Court Block 31,錦安花園３１座,E,"76556"
2023/09/03 00:00:00,"1109916860",Genuine Court Block 13,錦安花園１３座,E,"76556"
2023/09/03 00:00:00,"1109916912",Tam Mei Barracks Block 122,潭尾軍營１２２座,E,"75916"
2023/09/03 00:00:00,"1109916898",Tam Mi Camp Block 50,潭尾軍營５０座,O,"75916"
2023/09/03 00:00:00,"1109916865",Genuine Court Block 10,錦安花園１０座,E,"76556"
2023/09/03 00:00:00,"1109916880",Tam Mei Barracks Block 6,潭尾軍營６座,E,"75916"
2023/09/03 00:00:00,"1109916884",Tam Mei Barracks Block 114,潭尾軍營１１４座,E,"75916"
2023/09/03 00:00:00,"1109916882",Tam Mei Barracks Block 115,潭尾軍營１１５座,E,"75916"
2023/09/03 00:00:00,"1109916831",Genuine Court Block 35,錦安花園３５座,E,"76556"
2023/09/03 00:00:00,"1109916908",Tam Mei Barracks Block 108,潭尾軍營１０８座,E,"75916"
2023/09/03 00:00:00,"1109916913",Tam Mi Camp Block 122,潭尾軍營１２２座,O,"75916"
2023/09/03 00:00:00,"1109916834",Genuine Court Block 33,錦安花園３３座,E,"76556"
2023/09/03 00:00:00,"1109916849",Genuine Court Block 19,錦安花園１９座,E,"76556"
2023/09/03 00:00:00,"1109916857",Genuine Court Block 15,錦安花園１５座,E,"76556"
2023/09/03 00:00:00,"1109916822",Genuine Court Block 42,錦安花園４２座,E,"76556"
2023/09/03 00:00:00,"1109916883",Tam Mi Camp Block 115,潭尾軍營１１５座,O,"75916"
2023/09/03 00:00:00,"1109916828",Tam Mei Barracks Block 2,潭尾軍營２座,E,"75916"
2023/09/03 00:00:00,"1109916818",Greenacres Villa House C,綠攸居Ｃ屋,E,"79704"
2023/09/03 00:00:00,"1109916903",Tam Mi Camp Block 110,潭尾軍營１１０座,O,"75916"
2023/09/03 00:00:00,"1109916866",Genuine Court Block 11,錦安花園１１座,E,"76556"
2023/09/03 00:00:00,"1109916872",Genuine Court Block 9,錦安花園９座,E,"76556"
2023/09/03 00:00:00,"1109916899",Tam Mei Barracks Block 4,潭尾軍營４座,E,"75916"
2023/09/03 00:00:00,"1109916847",Charming Garden Block C,錦天花園Ｃ座,E,"79523"
2023/09/03 00:00:00,"1109916824",Genuine Court Block 40,錦安花園４０座,E,"76556"
2023/09/03 00:00:00,"1109916889",Tam Mi Camp Block 8,潭尾軍營８座,O,"75916"
2023/09/03 00:00:00,"1109916855",Charming Garden Block D,錦天花園Ｄ座,E,"79523"
2023/09/03 00:00:00,"1109916859",Lok Ma Chau Station,落馬洲站,E,
2023/09/03 00:00:00,"1109916888",Tam Mei Barracks Block 8,潭尾軍營８座,E,"75916"
2023/09/03 00:00:00,"1109916874",Genuine Court Block 2,錦安花園２座,E,"76556"
2023/09/03 00:00:00,"1109916878",Tam Mi Camp Block 11,潭尾軍營１１座,O,"75916"
2023/09/03 00:00:00,"1109916845",Genuine Court Block 30,錦安花園３０座,E,"76556"
2023/09/03 00:00:00,"1109916850",Genuine Court Block 26,錦安花園２６座,E,"76556"
2023/09/03 00:00:00,"1109916864",Genuine Court Block 6,錦安花園６座,E,"76556"
2023/09/03 00:00:00,"1109916861",Fantasy Garden,富達花園,E,"64791"
2023/09/03 00:00:00,"1109916904",Tam Mei Barracks Block 117,潭尾軍營１１７座,E,"75916"
2023/09/03 00:00:00,"1109916844",Genuine Court Block 20,錦安花園２０座,E,"76556"
2023/09/03 00:00:00,"1109916892",Tam Mei Barracks Block 9,潭尾軍營９座,E,"75916"
2023/09/03 00:00:00,"1109916901",Tam Mi Camp Block 4,潭尾軍營４座,O,"75916"
2023/09/03 00:00:00,"1109916906",Tam Mei Barracks Block 109,潭尾軍營１０９座,E,"75916"
2023/09/03 00:00:00,"1109916877",Tam Mei Barracks Block 11,潭尾軍營１１座,E,"75916"
2023/09/03 00:00:00,"1109916829",Tam Mi Camp Block 2,潭尾軍營２座,O,"75916"
2023/09/03 00:00:00,"1109916910",Tam Mei Barracks Block 118,潭尾軍營１１８座,E,"75916"
2023/09/03 00:00:00,"1109916905",Tam Mi Camp Block 117,潭尾軍營１１７座,O,"75916"
2023/09/03 00:00:00,"1109916819",Greenacres Villa House D,綠攸居Ｄ屋,E,"79704"
2023/09/03 00:00:00,"1109916830",Genuine Court Block 38,錦安花園３８座,E,"76556"
2023/09/03 00:00:00,"1109916885",Tam Mi Camp Block 114,潭尾軍營１１４座,O,"75916"
2023/09/03 00:00:00,"1109916881",Tam Mi Camp Block 6,潭尾軍營６座,O,"75916"
2023/09/03 00:00:00,"1109916989",Tam Mi Camp Block 30,潭尾軍營３０座,O,"75916"
2023/09/03 00:00:00,"1109916966",Tam Mei Barracks Block 25,潭尾軍營２５座,E,"75916"
2023/09/03 00:00:00,"1109916918",Tam Mei Barracks Block 107,潭尾軍營１０７座,E,"75916"
2023/09/03 00:00:00,"1109916999",Tam Mi Camp Block 22,潭尾軍營２２座,O,"75916"
2023/09/03 00:00:00,"1109916935",Tam Mi Camp Block 23,潭尾軍營２３座,O,"75916"
2023/09/03 00:00:00,"1109917014",Tam Mei Barracks Block 48,潭尾軍營４８座,E,"75916"
2023/09/03 00:00:00,"1109916948",Tam Mi Camp Block 24,潭尾軍營２４座,O,"75916"
2023/09/03 00:00:00,"1109916919",Tam Mi Camp Block 107,潭尾軍營１０７座,O,"75916"
2023/09/03 00:00:00,"1109916917",Tam Mei Barracks Block 19,潭尾軍營１９座,E,"75916"
2023/09/03 00:00:00,"1109916920",Tam Mei Barracks Block 138,潭尾軍營１３８座,E,"75916"
2023/09/03 00:00:00,"1109916940",Tam Mei Barracks Block 27,潭尾軍營２７座,E,"75916"
2023/09/03 00:00:00,"1109916931",Tam Mi Camp Block 16,潭尾軍營１６座,O,"75916"
2023/09/03 00:00:00,"1109916985",Tam Mi Camp Block 26,潭尾軍營２６座,O,"75916"
2023/09/03 00:00:00,"1109916982",Tam Mei Barracks Block 46,潭尾軍營４６座,E,"75916"
2023/09/03 00:00:00,"1109916949",Tam Mei Barracks Block 28,潭尾軍營２８座,E,"75916"
2023/09/03 00:00:00,"1109916924",Tam Mi Camp Block 18,潭尾軍營１８座,O,"75916"
2023/09/03 00:00:00,"1109916990",Tam Mei Barracks Block 26,潭尾軍營２６座,E,"75916"
2023/09/03 00:00:00,"1109916992",Tam Mi Camp Block 34,潭尾軍營３４座,O,"75916"
2023/09/03 00:00:00,"1109916943",Tam Mi Camp Block 31,潭尾軍營３１座,O,"75916"
2023/09/03 00:00:00,"1109916957",Tam Mei Barracks Block 42,潭尾軍營４２座,E,"75916"
2023/09/03 00:00:00,"1109916983",Tam Mi Camp Block 46,潭尾軍營４６座,O,"75916"
2023/09/03 00:00:00,"1109916925",Tam Mei Barracks Block 119,潭尾軍營１１９座,E,"75916"
2023/09/03 00:00:00,"1109916938",Tam Mei Barracks Block 112,潭尾軍營１１２座,E,"75916"
2023/09/03 00:00:00,"1109916932",S.K.H. Kam Tin St. Joseph's Primary School,聖公會錦田聖約瑟小學,O,
2023/09/03 00:00:00,"1109916941",Tam Mi Camp Block 27,潭尾軍營２７座,O,"75916"
2023/09/03 00:00:00,"1109916995",Tam Mei Barracks Block 41,潭尾軍營４１座,E,"75916"
2023/09/03 00:00:00,"1109916933",S.K.H. St. Joseph's Primary School,聖公會聖約瑟小學,E,
2023/09/03 00:00:00,"1109916937",Tam Mi Camp Block 17,潭尾軍營１７座,O,"75916"
2023/09/03 00:00:00,"1109916926",Tam Mi Camp Block 119,潭尾軍營１１９座,O,"75916"
2023/09/03 00:00:00,"1109917013",Ma On Kong Kindergarten,馬鞍崗幼稚園,E,"78699"
2023/09/03 00:00:00,"1109916980",Tam Mi Camp Block 43,潭尾軍營４３座,O,"75916"
2023/09/03 00:00:00,"1109916968",Tam Mei Barracks Block 29,潭尾軍營２９座,E,"75916"
2023/09/03 00:00:00,"1109916916",Tam Mi Camp Block 19,潭尾軍營１９座,O,"75916"
2023/09/03 00:00:00,"1109916976",Tam Mei Barracks Block 40,潭尾軍營４０座,E,"75916"
2023/09/03 00:00:00,"1109916950",Tam Mi Camp Block 28,潭尾軍營２８座,O,"75916"
2023/09/03 00:00:00,"1109917004",Tam Mei Barracks Block 70A,潭尾軍營７０Ａ座,E,"75916"
2023/09/03 00:00:00,"1109917006",Tam Mei Barracks Block 22,潭尾軍營２２座,E,"75916"
2023/09/03 00:00:00,"1109916964",Tam Mi Camp Block 90,潭尾軍營９０座,O,"75916"
2023/09/03 00:00:00,"1109916958",Tam Mi Camp Block 42,潭尾軍營４２座,O,"75916"
2023/09/03 00:00:00,"1109916928",Tam Mi Camp Block 53,潭尾軍營５３座,O,"75916"
2023/09/03 00:00:00,"1109916998",Tam Mi Camp Block 44,潭尾軍營４４座,O,"75916"
2023/09/03 00:00:00,"1109917011",Tam Mi Camp Block 137,潭尾軍營１３７座,O,"75916"
2023/09/03 00:00:00,"1109916981",Tam Mi Camp Block 21,潭尾軍營２１座,O,"75916"
2023/09/03 00:00:00,"1109916953",Tam Mei Barracks Block 36,潭尾軍營３６座,E,"75916"
2023/09/03 00:00:00,"1109916988",Tam Mei Barracks Block 30,潭尾軍營３０座,E,"75916"
2023/09/03 00:00:00,"1109916930",Tam Mei Barracks Block 16,潭尾軍營１６座,E,"75916"
2023/09/03 00:00:00,"1109916979",Tam Mei Barracks Block 43,潭尾軍營４３座,E,"75916"
2023/09/03 00:00:00,"1109916991",Tam Mei Barracks Block 34,潭尾軍營３４座,E,"75916"
